brand,channel,account_id,campaign_id,campaign_name,currency,reporting_timezone,synthetic,date,spend,data_status,source_row_id
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-12,150,complete,TW-M01-2026-09-12
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-13,150,complete,TW-M01-2026-09-13
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-14,150,complete,TW-M01-2026-09-14
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-15,150,complete,TW-M01-2026-09-15
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-16,150,complete,TW-M01-2026-09-16
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-17,150,complete,TW-M01-2026-09-17
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-18,150,complete,TW-M01-2026-09-18
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-19,150,complete,TW-M01-2026-09-19
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-20,150,complete,TW-M01-2026-09-20
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-21,150,complete,TW-M01-2026-09-21
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-22,150,complete,TW-M01-2026-09-22
Tawi Outdoor,Meta Ads,TW-META-01,TW-M01,Camping prospecting,USD,Africa/Nairobi,true,2026-09-23,150,complete,TW-M01-2026-09-23
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-01,100,complete,TW-G02-2026-09-01
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-02,100,complete,TW-G02-2026-09-02
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-03,100,complete,TW-G02-2026-09-03
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-04,100,complete,TW-G02-2026-09-04
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-05,100,complete,TW-G02-2026-09-05
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-06,100,complete,TW-G02-2026-09-06
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-07,100,complete,TW-G02-2026-09-07
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-08,100,complete,TW-G02-2026-09-08
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-09,100,complete,TW-G02-2026-09-09
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-10,100,complete,TW-G02-2026-09-10
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-11,100,complete,TW-G02-2026-09-11
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-12,100,complete,TW-G02-2026-09-12
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-13,100,complete,TW-G02-2026-09-13
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-14,100,complete,TW-G02-2026-09-14
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-15,100,complete,TW-G02-2026-09-15
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-16,100,complete,TW-G02-2026-09-16
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-17,100,complete,TW-G02-2026-09-17
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-18,100,complete,TW-G02-2026-09-18
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-19,100,complete,TW-G02-2026-09-19
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-20,100,complete,TW-G02-2026-09-20
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-21,100,complete,TW-G02-2026-09-21
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-22,100,complete,TW-G02-2026-09-22
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G02,Brand search,USD,Africa/Nairobi,true,2026-09-23,100,complete,TW-G02-2026-09-23
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-01,100,complete,TW-M02-2026-09-01
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-02,100,complete,TW-M02-2026-09-02
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-03,100,complete,TW-M02-2026-09-03
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-04,100,complete,TW-M02-2026-09-04
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-05,100,complete,TW-M02-2026-09-05
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-06,100,complete,TW-M02-2026-09-06
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-07,100,complete,TW-M02-2026-09-07
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-08,100,complete,TW-M02-2026-09-08
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-09,100,complete,TW-M02-2026-09-09
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-10,100,complete,TW-M02-2026-09-10
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-11,100,complete,TW-M02-2026-09-11
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-12,100,complete,TW-M02-2026-09-12
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-13,100,complete,TW-M02-2026-09-13
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-14,100,complete,TW-M02-2026-09-14
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-15,100,complete,TW-M02-2026-09-15
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-16,100,complete,TW-M02-2026-09-16
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-17,400,complete,TW-M02-2026-09-17
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-18,400,complete,TW-M02-2026-09-18
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-19,400,complete,TW-M02-2026-09-19
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-20,400,complete,TW-M02-2026-09-20
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-21,400,complete,TW-M02-2026-09-21
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-22,400,complete,TW-M02-2026-09-22
Tawi Outdoor,Meta Ads,TW-META-01,TW-M02,Retargeting,USD,Africa/Nairobi,true,2026-09-23,400,complete,TW-M02-2026-09-23
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-01,250,complete,TW-T01-2026-09-01
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-02,250,complete,TW-T01-2026-09-02
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-03,250,complete,TW-T01-2026-09-03
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-04,250,complete,TW-T01-2026-09-04
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-05,250,complete,TW-T01-2026-09-05
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-06,250,complete,TW-T01-2026-09-06
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-07,250,complete,TW-T01-2026-09-07
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-08,250,complete,TW-T01-2026-09-08
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-09,250,complete,TW-T01-2026-09-09
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-10,250,complete,TW-T01-2026-09-10
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-11,250,complete,TW-T01-2026-09-11
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-12,250,complete,TW-T01-2026-09-12
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-13,250,complete,TW-T01-2026-09-13
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-14,250,complete,TW-T01-2026-09-14
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-15,250,complete,TW-T01-2026-09-15
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-16,250,complete,TW-T01-2026-09-16
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-17,50,complete,TW-T01-2026-09-17
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-18,50,complete,TW-T01-2026-09-18
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-19,50,complete,TW-T01-2026-09-19
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-20,50,complete,TW-T01-2026-09-20
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-21,50,complete,TW-T01-2026-09-21
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-22,50,complete,TW-T01-2026-09-22
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T01,Hiking video,USD,Africa/Nairobi,true,2026-09-23,50,complete,TW-T01-2026-09-23
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-01,0,complete,TW-T02-2026-09-01
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-02,0,complete,TW-T02-2026-09-02
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-03,0,complete,TW-T02-2026-09-03
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-04,0,complete,TW-T02-2026-09-04
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-05,0,complete,TW-T02-2026-09-05
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-06,0,complete,TW-T02-2026-09-06
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-07,0,complete,TW-T02-2026-09-07
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-08,0,complete,TW-T02-2026-09-08
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-09,0,complete,TW-T02-2026-09-09
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-10,0,complete,TW-T02-2026-09-10
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-11,0,complete,TW-T02-2026-09-11
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-12,0,complete,TW-T02-2026-09-12
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-13,0,complete,TW-T02-2026-09-13
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-14,0,complete,TW-T02-2026-09-14
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-15,0,complete,TW-T02-2026-09-15
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-16,200,complete,TW-T02-2026-09-16
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-17,200,complete,TW-T02-2026-09-17
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-18,200,complete,TW-T02-2026-09-18
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-19,200,complete,TW-T02-2026-09-19
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-20,200,complete,TW-T02-2026-09-20
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-21,200,complete,TW-T02-2026-09-21
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-22,200,complete,TW-T02-2026-09-22
Tawi Outdoor,TikTok Ads,TW-TIKTOK-01,TW-T02,New collection launch,USD,Africa/Nairobi,true,2026-09-23,200,complete,TW-T02-2026-09-23
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-01,150,complete,TW-G03-2026-09-01
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-02,150,complete,TW-G03-2026-09-02
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-03,150,complete,TW-G03-2026-09-03
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-04,150,complete,TW-G03-2026-09-04
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-05,150,complete,TW-G03-2026-09-05
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-06,150,complete,TW-G03-2026-09-06
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-07,150,complete,TW-G03-2026-09-07
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-08,150,complete,TW-G03-2026-09-08
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-09,150,complete,TW-G03-2026-09-09
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-10,150,complete,TW-G03-2026-09-10
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-11,150,complete,TW-G03-2026-09-11
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-12,150,complete,TW-G03-2026-09-12
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-13,150,complete,TW-G03-2026-09-13
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-14,150,complete,TW-G03-2026-09-14
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-15,150,complete,TW-G03-2026-09-15
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-16,150,complete,TW-G03-2026-09-16
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-17,150,complete,TW-G03-2026-09-17
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-18,150,complete,TW-G03-2026-09-18
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-19,150,complete,TW-G03-2026-09-19
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-20,150,complete,TW-G03-2026-09-20
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-21,0,complete,TW-G03-2026-09-21
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-22,0,complete,TW-G03-2026-09-22
Tawi Outdoor,Google Ads,TW-GOOGLE-01,TW-G03,End-of-season sale,USD,Africa/Nairobi,true,2026-09-23,0,complete,TW-G03-2026-09-23
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-01,100,complete,TW-M03-2026-09-01
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-02,100,complete,TW-M03-2026-09-02
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-03,100,complete,TW-M03-2026-09-03
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-04,100,complete,TW-M03-2026-09-04
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-05,100,complete,TW-M03-2026-09-05
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-06,100,complete,TW-M03-2026-09-06
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-07,100,complete,TW-M03-2026-09-07
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-08,100,complete,TW-M03-2026-09-08
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-09,100,complete,TW-M03-2026-09-09
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-10,100,complete,TW-M03-2026-09-10
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-11,100,complete,TW-M03-2026-09-11
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-12,100,complete,TW-M03-2026-09-12
Tawi Outdoor,Meta Ads,TW-META-01,TW-M03,Store visits,USD,Africa/Nairobi,true,2026-09-13,100,complete,TW-M03-2026-09-13
